Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,Isolation_Source,Lat_Lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,SRA Study,HOST,samp_size,ref_biomaterial,Source_material_ID
SRR12512369,WGS,502,1955443110,PRJNA590225,SAMN15897883,Metagenome or environmental,1126598518,NANYANG TECHNOLOGICAL UNIVERSITY,2019-04-13,public,"fastq,run.zq,sra","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",SRX9002955,Singapore,Asia,Singapore,Illumina HiSeq 2500,sputum,1.321577 N 103.849033 E,MG_ TT0067,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2020-08-25T00:00:00Z,2020-08-25T05:34:00Z,1,MG_ TT0067,SRP230357,,,,
SRR12512370,WGS,502,2031285270,PRJNA590225,SAMN15897882,Metagenome or environmental,1155401384,NANYANG TECHNOLOGICAL UNIVERSITY,2019-04-12,public,"sra,run.zq,fastq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX9002954,Singapore,Asia,Singapore,Illumina HiSeq 2500,sputum,1.321577 N 103.849033 E,MG_ TT0065,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2020-08-25T00:00:00Z,2020-08-25T05:35:00Z,1,MG_ TT0065,SRP230357,,,,
SRR12512371,WGS,502,1680941980,PRJNA590225,SAMN15897824,Metagenome or environmental,1042669521,NANYANG TECHNOLOGICAL UNIVERSITY,2019-02-13,public,"sra,run.zq,fastq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX9002953,Malaysia,Asia,Malaysia,Illumina HiSeq 2500,sputum,3.098275 N 101.726122 E,MG_ KL0023,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2020-08-25T00:00:00Z,2020-08-25T05:34:00Z,1,MG_ KL0023,SRP230357,,,,
SRR12512372,WGS,502,1886770012,PRJNA590225,SAMN15897823,Metagenome or environmental,1043657390,NANYANG TECHNOLOGICAL UNIVERSITY,2019-02-12,public,"sra,run.zq,fastq","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX9002952,Malaysia,Asia,Malaysia,Illumina HiSeq 2500,sputum,3.098275 N 101.726122 E,MG_ KL0022,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2020-08-25T00:00:00Z,2020-08-25T05:34:00Z,1,MG_ KL0022,SRP230357,,,,
SRR12512373,WGS,502,2243533380,PRJNA590225,SAMN15897822,Metagenome or environmental,1237982691,NANYANG TECHNOLOGICAL UNIVERSITY,2019-02-11,public,"run.zq,fastq,sra","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",SRX9002951,Malaysia,Asia,Malaysia,Illumina HiSeq 2500,sputum,3.098275 N 101.726122 E,MG_ KL0021,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2020-08-25T00:00:00Z,2020-08-25T05:37:00Z,1,MG_ KL0021,SRP230357,,,,
SRR12512374,WGS,502,1520546454,PRJNA590225,SAMN15897821,Metagenome or environmental,890544193,NANYANG TECHNOLOGICAL UNIVERSITY,2019-02-10,public,"sra,run.zq,fastq","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",SRX9002950,Malaysia,Asia,Malaysia,Illumina HiSeq 2500,sputum,3.098275 N 101.726122 E,MG_ KL0020,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2020-08-25T00:00:00Z,2020-08-25T05:34:00Z,1,MG_ KL0020,SRP230357,,,,
SRR12512375,WGS,502,1822749450,PRJNA590225,SAMN15897785,Metagenome or environmental,1172578510,NANYANG TECHNOLOGICAL UNIVERSITY,2019-01-05,public,"run.zq,sra,fastq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",SRX9002949,Singapore,Asia,Singapore,Illumina HiSeq 2500,sputum,1.321577 N 103.849033 E,MG_ CH0055,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2020-08-25T00:00:00Z,2020-08-25T05:34:00Z,1,MG_ CH0055,SRP230357,,,,
SRR12512376,WGS,502,1906796298,PRJNA590225,SAMN15897820,Metagenome or environmental,1083162800,NANYANG TECHNOLOGICAL UNIVERSITY,2019-02-09,public,"sra,run.zq,fastq","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX9002948,Malaysia,Asia,Malaysia,Illumina HiSeq 2500,sputum,3.098275 N 101.726122 E,MG_ KL0019,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2020-08-25T00:00:00Z,2020-08-25T05:34:00Z,1,MG_ KL0019,SRP230357,,,,
SRR12512377,WGS,502,1589575470,PRJNA590225,SAMN15897819,Metagenome or environmental,895108980,NANYANG TECHNOLOGICAL UNIVERSITY,2019-02-08,public,"fastq,run.zq,sra","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",SRX9002947,Malaysia,Asia,Malaysia,Illumina HiSeq 2500,sputum,3.098275 N 101.726122 E,MG_ KL0018,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2020-08-25T00:00:00Z,2020-08-25T05:34:00Z,1,MG_ KL0018,SRP230357,,,,
SRR12512378,WGS,502,1545773460,PRJNA590225,SAMN15897818,Metagenome or environmental,898165910,NANYANG TECHNOLOGICAL UNIVERSITY,2019-02-07,public,"sra,fastq,run.zq","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",SRX9002946,Malaysia,Asia,Malaysia,Illumina HiSeq 2500,sputum,3.098275 N 101.726122 E,MG_ KL0016,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2020-08-25T00:00:00Z,2020-08-25T05:34:00Z,1,MG_ KL0016,SRP230357,,,,
SRR12512379,WGS,502,1685346026,PRJNA590225,SAMN15897817,Metagenome or environmental,948737611,NANYANG TECHNOLOGICAL UNIVERSITY,2019-02-06,public,"fastq,run.zq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX9002945,Malaysia,Asia,Malaysia,Illumina HiSeq 2500,sputum,3.098275 N 101.726122 E,MG_ KL0014,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2020-08-25T00:00:00Z,2020-08-25T05:34:00Z,1,MG_ KL0014,SRP230357,,,,
SRR12512380,WGS,502,1481866350,PRJNA590225,SAMN15897816,Metagenome or environmental,869346890,NANYANG TECHNOLOGICAL UNIVERSITY,2019-02-05,public,"run.zq,fastq,sra","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",SRX9002944,Malaysia,Asia,Malaysia,Illumina HiSeq 2500,sputum,3.098275 N 101.726122 E,MG_ KL0013,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2020-08-25T00:00:00Z,2020-08-25T05:33:00Z,1,MG_ KL0013,SRP230357,,,,
SRR12512381,WGS,502,1790112422,PRJNA590225,SAMN15897815,Metagenome or environmental,1019291075,NANYANG TECHNOLOGICAL UNIVERSITY,2019-02-04,public,"sra,run.zq,fastq","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",SRX9002943,Malaysia,Asia,Malaysia,Illumina HiSeq 2500,sputum,3.098275 N 101.726122 E,MG_ KL0012,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2020-08-25T00:00:00Z,2020-08-25T05:37:00Z,1,MG_ KL0012,SRP230357,,,,
SRR12512382,WGS,502,1897975154,PRJNA590225,SAMN15897814,Metagenome or environmental,1054215602,NANYANG TECHNOLOGICAL UNIVERSITY,2019-02-03,public,"fastq,sra,run.zq","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",SRX9002942,Malaysia,Asia,Malaysia,Illumina HiSeq 2500,sputum,3.098275 N 101.726122 E,MG_ KL0011,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2020-08-25T00:00:00Z,2020-08-25T05:34:00Z,1,MG_ KL0011,SRP230357,,,,
SRR12512383,WGS,502,1492900812,PRJNA590225,SAMN15897813,Metagenome or environmental,889901724,NANYANG TECHNOLOGICAL UNIVERSITY,2019-02-02,public,"sra,run.zq,fastq","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",SRX9002941,Malaysia,Asia,Malaysia,Illumina HiSeq 2500,sputum,3.098275 N 101.726122 E,MG_ KL0009,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2020-08-25T00:00:00Z,2020-08-25T05:33:00Z,1,MG_ KL0009,SRP230357,,,,
SRR12512384,WGS,502,2155476054,PRJNA590225,SAMN15897812,Metagenome or environmental,1257360870,NANYANG TECHNOLOGICAL UNIVERSITY,2019-02-01,public,"run.zq,sra,fastq","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",SRX9002940,Malaysia,Asia,Malaysia,Illumina HiSeq 2500,sputum,3.098275 N 101.726122 E,MG_ KL0008,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2020-08-25T00:00:00Z,2020-08-25T05:36:00Z,1,MG_ KL0008,SRP230357,,,,
SRR12512385,WGS,502,2181535878,PRJNA590225,SAMN15897811,Metagenome or environmental,1267143677,NANYANG TECHNOLOGICAL UNIVERSITY,2019-01-31,public,"fastq,run.zq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX9002939,Malaysia,Asia,Malaysia,Illumina HiSeq 2500,sputum,3.098275 N 101.726122 E,MG_ KL0007,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2020-08-25T00:00:00Z,2020-08-25T05:36:00Z,1,MG_ KL0007,SRP230357,,,,
SRR12512386,WGS,502,1940036228,PRJNA590225,SAMN15897784,Metagenome or environmental,1237100853,NANYANG TECHNOLOGICAL UNIVERSITY,2019-01-04,public,"sra,fastq,run.zq","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",SRX9002938,Singapore,Asia,Singapore,Illumina HiSeq 2500,sputum,1.321577 N 103.849033 E,MG_ CH0050,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2020-08-25T00:00:00Z,2020-08-25T05:36:00Z,1,MG_ CH0050,SRP230357,,,,
SRR12512387,WGS,502,2627988072,PRJNA590225,SAMN15897810,Metagenome or environmental,1528345877,NANYANG TECHNOLOGICAL UNIVERSITY,2019-01-30,public,"sra,fastq,run.zq","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX9002937,Malaysia,Asia,Malaysia,Illumina HiSeq 2500,sputum,3.098275 N 101.726122 E,MG_ KL0006,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2020-08-25T00:00:00Z,2020-08-25T05:38:00Z,1,MG_ KL0006,SRP230357,,,,
SRR12512388,WGS,502,2126151222,PRJNA590225,SAMN15897809,Metagenome or environmental,1215358872,NANYANG TECHNOLOGICAL UNIVERSITY,2019-01-29,public,"run.zq,fastq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX9002936,Malaysia,Asia,Malaysia,Illumina HiSeq 2500,sputum,3.098275 N 101.726122 E,MG_ KL0004,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2020-08-25T00:00:00Z,2020-08-25T05:37:00Z,1,MG_ KL0004,SRP230357,,,,
SRR12512389,WGS,502,2111387402,PRJNA590225,SAMN15897808,Metagenome or environmental,1229757524,NANYANG TECHNOLOGICAL UNIVERSITY,2019-01-28,public,"fastq,sra,run.zq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX9002935,Italy,Europe,Italy,Illumina HiSeq 2500,sputum,45.458941 N 9.198502 E,MG_ IT52,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2020-08-25T00:00:00Z,2020-08-25T05:36:00Z,1,MG_ IT52,SRP230357,,,,
SRR12512390,WGS,502,2102788142,PRJNA590225,SAMN15897807,Metagenome or environmental,1226916983,NANYANG TECHNOLOGICAL UNIVERSITY,2019-01-27,public,"fastq,run.zq,sra","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX9002934,Italy,Europe,Italy,Illumina HiSeq 2500,sputum,45.458941 N 9.198502 E,MG_ IT381,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2020-08-25T00:00:00Z,2020-08-25T05:36:00Z,1,MG_ IT381,SRP230357,,,,
SRR12512391,WGS,502,2028033816,PRJNA590225,SAMN15897806,Metagenome or environmental,1164791964,NANYANG TECHNOLOGICAL UNIVERSITY,2019-01-26,public,"run.zq,sra,fastq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX9002933,Italy,Europe,Italy,Illumina HiSeq 2500,sputum,45.458941 N 9.198502 E,MG_ IT361,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2020-08-25T00:00:00Z,2020-08-25T05:34:00Z,1,MG_ IT361,SRP230357,,,,
SRR12512392,WGS,502,2040744456,PRJNA590225,SAMN15897805,Metagenome or environmental,1166456261,NANYANG TECHNOLOGICAL UNIVERSITY,2019-01-25,public,"sra,run.zq,fastq","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX9002932,Italy,Europe,Italy,Illumina HiSeq 2500,sputum,45.458941 N 9.198502 E,MG_ IT339,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2020-08-25T00:00:00Z,2020-08-25T05:37:00Z,1,MG_ IT339,SRP230357,,,,
SRR12512393,WGS,502,2092878160,PRJNA590225,SAMN15897804,Metagenome or environmental,1196977974,NANYANG TECHNOLOGICAL UNIVERSITY,2019-01-24,public,"run.zq,fastq,sra","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX9002931,Italy,Europe,Italy,Illumina HiSeq 2500,sputum,45.458941 N 9.198502 E,MG_ IT338,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2020-08-25T00:00:00Z,2020-08-25T05:37:00Z,1,MG_ IT338,SRP230357,,,,
SRR12512394,WGS,502,2333514370,PRJNA590225,SAMN15897803,Metagenome or environmental,1359272745,NANYANG TECHNOLOGICAL UNIVERSITY,2019-01-23,public,"run.zq,sra,fastq","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX9002930,Italy,Europe,Italy,Illumina HiSeq 2500,sputum,45.458941 N 9.198502 E,MG_ IT323,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2020-08-25T00:00:00Z,2020-08-25T05:34:00Z,1,MG_ IT323,SRP230357,,,,
SRR12512395,WGS,502,2587900862,PRJNA590225,SAMN15897802,Metagenome or environmental,1652243437,NANYANG TECHNOLOGICAL UNIVERSITY,2019-01-22,public,"fastq,run.zq,sra","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",SRX9002929,Italy,Europe,Italy,Illumina HiSeq 2500,sputum,45.458941 N 9.198502 E,MG_ IT315,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2020-08-25T00:00:00Z,2020-08-25T05:37:00Z,1,MG_ IT315,SRP230357,,,,
SRR12512396,WGS,502,2295077234,PRJNA590225,SAMN15897801,Metagenome or environmental,1468930312,NANYANG TECHNOLOGICAL UNIVERSITY,2019-01-21,public,"sra,run.zq,fastq","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX9002928,Italy,Europe,Italy,Illumina HiSeq 2500,sputum,45.458941 N 9.198502 E,MG_ IT311,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2020-08-25T00:00:00Z,2020-08-25T05:37:00Z,1,MG_ IT311,SRP230357,,,,
SRR12512397,WGS,502,2059732104,PRJNA590225,SAMN15897783,Metagenome or environmental,1235381618,NANYANG TECHNOLOGICAL UNIVERSITY,2019-01-03,public,"fastq,run.zq,sra","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",SRX9002927,Singapore,Asia,Singapore,Illumina HiSeq 2500,sputum,1.321577 N 103.849033 E,MG_ CH0018,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2020-08-25T00:00:00Z,2020-08-25T05:34:00Z,1,MG_ CH0018,SRP230357,,,,
SRR12512398,WGS,502,2288661172,PRJNA590225,SAMN15897800,Metagenome or environmental,1481684995,NANYANG TECHNOLOGICAL UNIVERSITY,2019-01-20,public,"sra,fastq,run.zq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",SRX9002926,Italy,Europe,Italy,Illumina HiSeq 2500,sputum,45.458941 N 9.198502 E,MG_ IT309,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2020-08-25T00:00:00Z,2020-08-25T05:37:00Z,1,MG_ IT309,SRP230357,,,,
SRR12512399,WGS,502,2037232464,PRJNA590225,SAMN15897799,Metagenome or environmental,1289524936,NANYANG TECHNOLOGICAL UNIVERSITY,2019-01-19,public,"fastq,run.zq,sra","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",SRX9002925,Italy,Europe,Italy,Illumina HiSeq 2500,sputum,45.458941 N 9.198502 E,MG_ IT271,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2020-08-25T00:00:00Z,2020-08-25T05:34:00Z,1,MG_ IT271,SRP230357,,,,
SRR12512400,WGS,502,2362042026,PRJNA590225,SAMN15897798,Metagenome or environmental,1342051351,NANYANG TECHNOLOGICAL UNIVERSITY,2019-01-18,public,"sra,fastq,run.zq","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX9002924,Italy,Europe,Italy,Illumina HiSeq 2500,sputum,45.458941 N 9.198502 E,MG_ IT261,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2020-08-25T00:00:00Z,2020-08-25T05:34:00Z,1,MG_ IT261,SRP230357,,,,
SRR12512401,WGS,502,2370818994,PRJNA590225,SAMN15897797,Metagenome or environmental,1341153098,NANYANG TECHNOLOGICAL UNIVERSITY,2019-01-17,public,"sra,run.zq,fastq","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX9002923,Italy,Europe,Italy,Illumina HiSeq 2500,sputum,45.458941 N 9.198502 E,MG_ IT257,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2020-08-25T00:00:00Z,2020-08-25T05:34:00Z,1,MG_ IT257,SRP230357,,,,
SRR12512402,WGS,502,2350902646,PRJNA590225,SAMN15897796,Metagenome or environmental,1331546707,NANYANG TECHNOLOGICAL UNIVERSITY,2019-01-16,public,"fastq,run.zq,sra","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",SRX9002922,Italy,Europe,Italy,Illumina HiSeq 2500,sputum,45.458941 N 9.198502 E,MG_ IT254,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2020-08-25T00:00:00Z,2020-08-25T05:37:00Z,1,MG_ IT254,SRP230357,,,,
SRR12677835,WGS,502,4210776,PRJNA590225,SAMN16223390,Metagenome or environmental,2688937,NANYANG TECHNOLOGICAL UNIVERSITY,2019,public,"sra,fastq,run.zq","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX9158003,Singapore,Asia,Singapore,Illumina HiSeq 2500,sputum,1.321577 N 103.849033 E,MG_Blank_4,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2020-09-20T00:00:00Z,2020-09-20T05:17:00Z,1,MG_Blank_4,SRP230357,Homo sapiens,6,,
SRR12677836,WGS,502,3390006,PRJNA590225,SAMN16223389,Metagenome or environmental,2275577,NANYANG TECHNOLOGICAL UNIVERSITY,2019,public,"sra,run.zq,fastq","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",SRX9158002,Singapore,Asia,Singapore,Illumina HiSeq 2500,sputum,1.321577 N 103.849033 E,MG_Blank_3,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2020-09-20T00:00:00Z,2020-09-20T05:17:00Z,1,MG_Blank_3,SRP230357,Homo sapiens,5,,
SRR12677837,WGS,502,2521546,PRJNA590225,SAMN16223388,Metagenome or environmental,1538232,NANYANG TECHNOLOGICAL UNIVERSITY,2019,public,"run.zq,sra,fastq","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX9158001,Singapore,Asia,Singapore,Illumina HiSeq 2500,sputum,1.321577 N 103.849033 E,MG_Blank_2,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2020-09-20T00:00:00Z,2020-09-20T05:17:00Z,1,MG_Blank_2,SRP230357,Homo sapiens,4,,
SRR12677838,WGS,502,9860786,PRJNA590225,SAMN16223387,Metagenome or environmental,6867085,NANYANG TECHNOLOGICAL UNIVERSITY,2019,public,"run.zq,fastq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX9158000,Singapore,Asia,Singapore,Illumina HiSeq 2500,sputum,1.321577 N 103.849033 E,MG_Blank_1,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2020-09-20T00:00:00Z,2020-09-20T05:17:00Z,1,MG_Blank_1,SRP230357,Homo sapiens,3,,
SRR11661704,WGS,502,757688178,PRJNA590225,SAMN14790045,Metagenome or environmental,476790891,NANYANG TECHNOLOGICAL UNIVERSITY,2019,public,"run.zq,sra,fastq","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",SRX8222669,United Kingdom,Europe,United Kingdom: Scotland,Illumina HiSeq 2500,sputum,56.464021 N 3.039161 W,DU0012_MG,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2020-05-01T00:00:00Z,2020-05-01T13:43:00Z,1,DU0012_MG,SRP230357,Homo sapiens,12,Scotland,
SRR11661705,WGS,502,1004224896,PRJNA590225,SAMN14790044,Metagenome or environmental,623316180,NANYANG TECHNOLOGICAL UNIVERSITY,2019,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX8222668,United Kingdom,Europe,United Kingdom: Scotland,Illumina HiSeq 2500,sputum,56.464021 N 3.039161 W,DU0010_MG,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2020-05-01T00:00:00Z,2020-05-01T13:43:00Z,1,DU0010_MG,SRP230357,Homo sapiens,11,Scotland,
SRR11661706,WGS,502,1052498220,PRJNA590225,SAMN14790047,Metagenome or environmental,592331131,NANYANG TECHNOLOGICAL UNIVERSITY,2019,public,"run.zq,sra,fastq","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX8222666,United Kingdom,Europe,United Kingdom: Scotland,Illumina HiSeq 2500,sputum,56.464021 N 3.039161 W,DU0017_MG,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2020-05-01T00:00:00Z,2020-05-01T13:43:00Z,1,DU0017_MG,SRP230357,Homo sapiens,14,Scotland,
SRR11661707,WGS,502,866152306,PRJNA590225,SAMN14790046,Metagenome or environmental,494102552,NANYANG TECHNOLOGICAL UNIVERSITY,2019,public,"run.zq,fastq,sra","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",SRX8222665,United Kingdom,Europe,United Kingdom: Scotland,Illumina HiSeq 2500,sputum,56.464021 N 3.039161 W,DU0013_MG,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2020-05-01T00:00:00Z,2020-05-01T13:43:00Z,1,DU0013_MG,SRP230357,Homo sapiens,13,Scotland,
SRR11661708,WGS,502,979830708,PRJNA590225,SAMN14790037,Metagenome or environmental,573595647,NANYANG TECHNOLOGICAL UNIVERSITY,2019,public,"run.zq,fastq,sra","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX8222664,Singapore,Asia,Singapore,Illumina HiSeq 2500,sputum,1.321577 N 103.849033 E,CH0012_MG,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2020-05-01T00:00:00Z,2020-05-01T13:43:00Z,1,CH0012_MG,SRP230357,Homo sapiens,4,,
SRR11661709,WGS,502,1089232070,PRJNA590225,SAMN14790036,Metagenome or environmental,638050990,NANYANG TECHNOLOGICAL UNIVERSITY,2019,public,"sra,fastq,run.zq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX8222663,Singapore,Asia,Singapore,Illumina HiSeq 2500,sputum,1.321577 N 103.849033 E,CH0002_MG,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2020-05-01T00:00:00Z,2020-05-01T13:43:00Z,1,CH0002_MG,SRP230357,Homo sapiens,3,,
SRR11661710,WGS,502,913494922,PRJNA590225,SAMN14790043,Metagenome or environmental,564336568,NANYANG TECHNOLOGICAL UNIVERSITY,2019,public,"fastq,sra,run.zq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",SRX8222662,United Kingdom,Europe,United Kingdom: Scotland,Illumina HiSeq 2500,sputum,56.464021 N 3.039161 W,DU0007_MG,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2020-05-01T00:00:00Z,2020-05-01T13:43:00Z,1,DU0007_MG,SRP230357,Homo sapiens,10,Scotland,
SRR11661711,WGS,502,932177856,PRJNA590225,SAMN14790042,Metagenome or environmental,588482270,NANYANG TECHNOLOGICAL UNIVERSITY,2019,public,"sra,fastq,run.zq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",SRX8222661,United Kingdom,Europe,United Kingdom: Scotland,Illumina HiSeq 2500,sputum,56.464021 N 3.039161 W,DU0005_MG,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2020-05-01T00:00:00Z,2020-05-01T13:43:00Z,1,DU0005_MG,SRP230357,Homo sapiens,9,Scotland,
SRR11661712,WGS,502,975939706,PRJNA590225,SAMN14790048,Metagenome or environmental,561649804,NANYANG TECHNOLOGICAL UNIVERSITY,2019,public,"fastq,run.zq,sra","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",SRX8222667,United Kingdom,Europe,United Kingdom: Scotland,Illumina HiSeq 2500,sputum,56.464021 N 3.039161 W,DU0019_MG,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2020-05-01T00:00:00Z,2020-05-01T13:43:00Z,1,DU0019_MG,SRP230357,Homo sapiens,15,Scotland,
SRR11661713,WGS,502,989999220,PRJNA590225,SAMN14790041,Metagenome or environmental,614128492,NANYANG TECHNOLOGICAL UNIVERSITY,2019,public,"run.zq,fastq,sra","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",SRX8222660,United Kingdom,Europe,United Kingdom: Scotland,Illumina HiSeq 2500,sputum,56.464021 N 3.039161 W,DU0004_MG,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2020-05-01T00:00:00Z,2020-05-01T13:44:00Z,1,DU0004_MG,SRP230357,Homo sapiens,8,Scotland,
SRR11661714,WGS,502,51748670,PRJNA590225,SAMN14790076,Metagenome or environmental,35783106,NANYANG TECHNOLOGICAL UNIVERSITY,2019,public,"run.zq,sra,fastq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX8222659,Singapore,Asia,Singapore,Illumina HiSeq 2500,blank,1.321577 N 103.849033 E,Blank_MG,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2020-05-01T00:00:00Z,2020-05-01T13:41:00Z,1,Blank_MG,SRP230357,Homo sapiens,43,,
